NAME.FIB	category	SIZE_FIB	NES_FIB	NOM.p.val	FDR.q.val	NAME.ESC	SIZE_ESC	NES_ESC	NOM.p.val.1	FDR.q.val.1	fib_add_esc	fib_minus_esc
GO_REGULATION_OF_CHROMOSOME_SEGREGATION	c5.BP_ GO biological process	75	1.9594907	0	0.000652781	GO_REGULATION_OF_CHROMOSOME_SEGREGATION	76	0.8331871	0.783029	1	2.7926778	1.1263036
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN	c2.CGP_ chemical and genetic perturbations	50	1.9572632	0	0.000678113	FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN	49	1.0339873	0.44243792	0.8696125	2.9912505	0.9232759
GNF2_CKS2	c4.CGN_ cancer gene neighborhoods	49	1.9526311	0	0.000764399	GNF2_CKS2	49	0.80212504	0.8067416	1	2.75475614	1.15050606
GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR	c5.BP_ GO biological process	65	1.9520874	0	0.000780933	GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR	65	-1.2991799	0.032608695	0.28384268	0.6529075	3.2512673
GO_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	c5.BP_ GO biological process	41	1.9491392	0	0.000827277	GO_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	44	1.1173347	0.30011326	0.7281827	3.0664739	0.8318045
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN	C7_ immunologic signatures	169	1.9489311	0	0.000820712	GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN	174	1.2087803	0.08713272	0.57948995	3.1577114	0.7401508
QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR	c2.CGP_ chemical and genetic perturbations	70	1.9486253	0	0.000821709	QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR	71	2.0612538	0	0	4.0098791	-0.1126285
KATSANOU_ELAVL1_TARGETS_UP	c2.CGP_ chemical and genetic perturbations	149	1.9458311	0	0.00088876	KATSANOU_ELAVL1_TARGETS_UP	152	1.4892919	0.00304878	0.2598611	3.435123	0.4565392
GO_CONDENSED_NUCLEAR_CHROMOSOME	c5.CC_ GO cellular component	70	1.9419551	0	0.000962108	GO_CONDENSED_NUCLEAR_CHROMOSOME	74	1.7701201	0	0.057444964	3.7120752	0.171835
REACTOME_MITOTIC_PROMETAPHASE	c2.CP_REACTOME_ Reactome gene sets	78	1.9416599	0	0.000976349	REACTOME_MITOTIC_PROMETAPHASE	79	0.7392514	0.90677965	1	2.6809113	1.2024085
EGUCHI_CELL_CYCLE_RB1_TARGETS	c2.CGP_ chemical and genetic perturbations	23	1.9411042	0	0.000983271	EGUCHI_CELL_CYCLE_RB1_TARGETS	23	-1.3128934	0.12631579	0.27206177	0.6282108	3.2539976
HALLMARK_G2M_CHECKPOINT	H_ hallmark gene sets	189	1.9404415	0	0.000982929	HALLMARK_G2M_CHECKPOINT	189	-1.4078233	0	0.20174807	0.5326182	3.3482648
GO_REGULATION_OF_CYTOKINESIS	c5.BP_ GO biological process	53	1.9402964	0	0.000975539	GO_REGULATION_OF_CYTOKINESIS	55	0.7357395	0.8998875	1	2.6760359	1.2045569
ZHANG_TLX_TARGETS_60HR_DN	c2.CGP_ chemical and genetic perturbations	255	1.9382843	0	0.001045216	ZHANG_TLX_TARGETS_60HR_DN	256	-2.378975	0	0	-0.4406907	4.3172593
GAVIN_FOXP3_TARGETS_CLUSTER_P6	c2.CGP_ chemical and genetic perturbations	85	1.9382659	0	0.001037474	GAVIN_FOXP3_TARGETS_CLUSTER_P6	84	1.2797058	0.09022556	0.47266454	3.2179717	0.6585601
VANTVEER_BREAST_CANCER_METASTASIS_DN	c2.CGP_ chemical and genetic perturbations	103	1.9381685	0	0.001036715	VANTVEER_BREAST_CANCER_METASTASIS_DN	104	-1.0504857	0.27450982	0.6052261	0.8876828	2.9886542
ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN	c2.CGP_ chemical and genetic perturbations	43	1.9375502	0	0.001042816	ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN	43	0.99506885	0.47957993	0.9303716	2.93261905	0.94248135
GO_MEIOTIC_CELL_CYCLE_PROCESS	c5.BP_ GO biological process	122	1.9364018	0	0.001069332	GO_MEIOTIC_CELL_CYCLE_PROCESS	131	1.5831655	0	0.17482802	3.5195673	0.3532363
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_30MIN_DN	C7_ immunologic signatures	157	1.9363351	0	0.001068412	GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_30MIN_DN	161	1.108468	0.2622449	0.74068105	3.0448031	0.8278671
REN_BOUND_BY_E2F	c2.CGP_ chemical and genetic perturbations	56	1.9362632	0	0.00106078	REN_BOUND_BY_E2F	56	-1.360294	0.04901961	0.2346043	0.5759692	3.2965572
SCIBETTA_KDM5B_TARGETS_DN	c2.CGP_ chemical and genetic perturbations	72	1.9359735	0	0.001059923	SCIBETTA_KDM5B_TARGETS_DN	71	1.337543	0.046436284	0.39793202	3.2735165	0.5984305
REACTOME_MUSCLE_CONTRACTION	c2.CP_REACTOME_ Reactome gene sets	41	1.9319224	0	0.001178177	REACTOME_MUSCLE_CONTRACTION	45	1.0172038	0.4751445	0.8937496	2.9491262	0.9147186
GO_PROSTATE_GLAND_MORPHOGENESIS	c5.BP_ GO biological process	21	1.9304929	0	0.001235511	GO_PROSTATE_GLAND_MORPHOGENESIS	23	-1.1957268	0.22325581	0.38703233	0.7347661	3.1262197
GO_SPINDLE	c5.CC_ GO cellular component	262	1.9304898	0	0.001226931	GO_SPINDLE	265	1.1371852	0.15631263	0.6949297	3.067675	0.7933046
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	c2.CGP_ chemical and genetic perturbations	48	1.9301604	0	0.001218469	SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	48	1.1476566	0.27088037	0.67284435	3.077817	0.7825038
HALLMARK_E2F_TARGETS	H_ hallmark gene sets	192	1.9301287	0	0.001210124	HALLMARK_E2F_TARGETS	192	-2.032595	0	0.005966018	-0.1024663	3.9627237
AFFAR_YY1_TARGETS_UP	c2.CGP_ chemical and genetic perturbations	182	1.9299412	0	0.001214692	AFFAR_YY1_TARGETS_UP	192	1.57199	0	0.18686509	3.5019312	0.3579512
GO_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	c5.BP_ GO biological process	25	1.929941	0	0.001206485	GO_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	25	-1.7510581	0.014354067	0.043505408	0.1788829	3.6809991
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN	c2.CGP_ chemical and genetic perturbations	148	1.9288709	0	0.001217267	BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN	151	0.87620044	0.75406504	1	2.80507134	1.05267046
GO_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	c5.BP_ GO biological process	51	1.9278224	0	0.00122162	GO_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	54	-1.0071069	0.42857143	0.67525	0.9207155	2.9349293
PID_FANCONI_PATHWAY	c2.CP_ Canonical pathways	43	1.927293	0	0.001232231	PID_FANCONI_PATHWAY	43	-1.0285604	0.3897059	0.6416161	0.8987326	2.9558534
GO_BASEMENT_MEMBRANE	c5.CC_ GO cellular component	82	1.9266859	0	0.001242665	GO_BASEMENT_MEMBRANE	84	1.3334228	0.04038257	0.39999282	3.2601087	0.5932631
KAMMINGA_EZH2_TARGETS	c2.CGP_ chemical and genetic perturbations	40	1.9262297	0	0.001259196	KAMMINGA_EZH2_TARGETS	40	0.9908362	0.49714285	0.9346977	2.9170659	0.9353935
FURUKAWA_DUSP6_TARGETS_PCI35_DN	c2.CGP_ chemical and genetic perturbations	65	1.9258578	0	0.001263219	FURUKAWA_DUSP6_TARGETS_PCI35_DN	67	1.2120532	0.15665236	0.57438725	3.137911	0.7138046
GNF2_FEN1	c4.CGN_ cancer gene neighborhoods	55	1.9244105	0	0.001327862	GNF2_FEN1	55	-1.1631316	0.15625	0.42657286	0.7612789	3.0875421
MODULE_403	c4.CM_ cancer modules	45	1.9244097	0	0.00131935	MODULE_403	45	-0.9810641	0.5090909	0.7136335	0.9433456	2.9054738
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	c5.GO molecular function	62	1.9239339	0	0.001322937	GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	69	1.1583776	0.23227917	0.6563333	3.0823115	0.7655563
GO_REGULATION_OF_CELL_DIVISION	c5.BP_ GO biological process	232	1.9236324	0	0.001326449	GO_REGULATION_OF_CELL_DIVISION	244	1.0882468	0.2758275	0.7733879	3.0118792	0.8353856
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	c2.CGP_ chemical and genetic perturbations	80	1.9220173	0	0.001377168	GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	79	-1.7253158	0	0.049590148	0.1967015	3.6473331
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	c5.BP_ GO biological process	156	1.9204987	0	0.001421494	GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	159	1.0854255	0.32451677	0.7771551	3.0059242	0.8350732
GO_METAPHASE_PLATE_CONGRESSION	c5.BP_ GO biological process	39	1.9200858	0	0.001418464	GO_METAPHASE_PLATE_CONGRESSION	39	1.2173585	0.1911935	0.5612757	3.1374443	0.7027273
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_DN	C7_ immunologic signatures	169	1.917094	0	0.001502522	GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_DN	173	1.2214898	0.08138352	0.55354375	3.1385838	0.6956042
GSE14415_INDUCED_VS_NATURAL_TREG_DN	C7_ immunologic signatures	165	1.9167832	0	0.001499114	GSE14415_INDUCED_VS_NATURAL_TREG_DN	165	-1.0643071	0.36363637	0.5803013	0.8524761	2.9810903
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_DN	C7_ immunologic signatures	179	1.9150854	0	0.001507144	GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_DN	179	0.9339991	0.65989846	0.9957465	2.8490845	0.9810863
TSAI_RESPONSE_TO_RADIATION_THERAPY	c2.CGP_ chemical and genetic perturbations	29	1.9130225	0	0.001577887	TSAI_RESPONSE_TO_RADIATION_THERAPY	30	0.8922789	0.64504284	1	2.8053014	1.0207436
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_DN	C7_ immunologic signatures	143	1.9118116	0	0.001602426	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_DN	147	1.315561	0.022564102	0.4172372	3.2273726	0.5962506
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	c2.CGP_ chemical and genetic perturbations	91	1.9102904	0	0.001626513	CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	93	0.9586902	0.5812236	0.9719327	2.8689806	0.9516002
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	c2.CP_REACTOME_ Reactome gene sets	32	1.9099655	0	0.00163362	REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	32	-1.7217892	0	0.04984065	0.1881763	3.6317547
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	c5.BP_ GO biological process	19	1.9089282	0	0.001640686	GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	22	1.3021008	0.13275434	0.43822643	3.211029	0.6068274
GO_STRUCTURAL_CONSTITUENT_OF_MUSCLE	c5.GO molecular function	35	1.908307	0	0.001647573	GO_STRUCTURAL_CONSTITUENT_OF_MUSCLE	39	1.534853	0.016222479	0.21596383	3.44316	0.373454
GO_MEIOTIC_CHROMOSOME_SEGREGATION	c5.BP_ GO biological process	46	1.9060205	0	0.001687348	GO_MEIOTIC_CHROMOSOME_SEGREGATION	51	1.7631353	0	0.055060133	3.6691558	0.1428852
GO_MEIOTIC_CELL_CYCLE	c5.BP_ GO biological process	151	1.9059073	0	0.001677537	GO_MEIOTIC_CELL_CYCLE	163	1.5619391	0	0.197541	3.4678464	0.3439682
GO_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY	c5.BP_ GO biological process	185	1.9052508	0	0.001689589	GO_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY	189	1.034538	0.4176707	0.8681616	2.9397888	0.8707128
PUJANA_XPRSS_INT_NETWORK	c2.CGP_ chemical and genetic perturbations	154	1.9033669	0	0.001712271	PUJANA_XPRSS_INT_NETWORK	154	-1.7838806	0	0.036336277	0.1194863	3.6872475
GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	c5.BP_ GO biological process	45	1.9033313	0	0.001702486	GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	48	1.235893	0.15695067	0.5317904	3.1392243	0.6674383
GO_OOCYTE_MATURATION	c5.BP_ GO biological process	15	1.9024307	0	0.001719444	GO_OOCYTE_MATURATION	16	1.4445105	0.036363635	0.29909274	3.3469412	0.4579202
FISCHER_G1_S_CELL_CYCLE	c2.CGP_ chemical and genetic perturbations	173	1.9010097	0	0.00173632	FISCHER_G1_S_CELL_CYCLE	174	-1.8614101	0	0.02270229	0.0395996	3.7624198
FINETTI_BREAST_CANCER_KINOME_RED	c2.CGP_ chemical and genetic perturbations	16	1.899274	0	0.001768757	FINETTI_BREAST_CANCER_KINOME_RED	16	1.3773501	0.09387223	0.35773152	3.2766241	0.5219239
GO_BASAL_LAMINA	c5.CC_ GO cellular component	20	1.8989486	0	0.001769365	GO_BASAL_LAMINA	20	1.4576346	0.026007803	0.28462404	3.3565832	0.441314
GO_OOCYTE_DIFFERENTIATION	c5.BP_ GO biological process	30	1.8985072	0	0.001785609	GO_OOCYTE_DIFFERENTIATION	34	1.5356857	0.007125891	0.21597262	3.4341929	0.3628215
ZHENG_GLIOBLASTOMA_PLASTICITY_UP	c2.CGP_ chemical and genetic perturbations	223	1.8982852	0	0.001780937	ZHENG_GLIOBLASTOMA_PLASTICITY_UP	230	1.1162634	0.21407035	0.72880584	3.0145486	0.7820218
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	c2.CP_REACTOME_ Reactome gene sets	15	1.896361	0	0.001858999	REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	15	1.1345354	0.30463576	0.6980282	3.0308964	0.7618256
GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_DN	C7_ immunologic signatures	190	1.8958142	0	0.001859083	GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_DN	190	1.0549375	0.37131232	0.8331656	2.9507517	0.8408767
KAUFFMANN_MELANOMA_RELAPSE_UP	c2.CGP_ chemical and genetic perturbations	58	1.8957418	0	0.001848979	KAUFFMANN_MELANOMA_RELAPSE_UP	58	-1.7127248	0	0.052231207	0.183017	3.6084666
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP	c2.CGP_ chemical and genetic perturbations	296	1.8934191	0	0.001910189	FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP	317	1.3646715	0	0.37301275	3.2580906	0.5287476
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_DN	c2.CGP_ chemical and genetic perturbations	21	1.8929421	0	0.001915061	STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_DN	21	1.3472257	0.08031088	0.38570017	3.2401678	0.5457164
GO_CHROMOSOMAL_REGION	c5.CC_ GO cellular component	276	1.8896024	0	0.002060384	GO_CHROMOSOMAL_REGION	279	0.83672774	0.8766299	1	2.72633014	1.05287466
LIU_PROSTATE_CANCER_DN	c2.CGP_ chemical and genetic perturbations	423	1.8894086	0	0.002054444	LIU_PROSTATE_CANCER_DN	433	1.4506401	0	0.29145002	3.3400487	0.4387685
BASAKI_YBX1_TARGETS_UP	c2.CGP_ chemical and genetic perturbations	253	1.888978	0	0.002078362	BASAKI_YBX1_TARGETS_UP	255	0.9088298	0.7492477	1	2.7978078	0.9801482
GO_HEPARIN_BINDING	c5.GO molecular function	127	1.8883456	0	0.002101915	GO_HEPARIN_BINDING	134	1.1612109	0.18988648	0.6511957	3.0495565	0.7271347
GO_CELL_DIVISION	c5.BP_ GO biological process	416	1.8877363	0	0.002130324	GO_CELL_DIVISION	422	0.91813195	0.772	1	2.80586825	0.96960435
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	c2.CP_REACTOME_ Reactome gene sets	21	1.8868979	0	0.00216812	REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	21	-1.1264297	0.2631579	0.477117	0.7604682	3.0133276
GO_AMINOGLYCAN_CATABOLIC_PROCESS	c5.BP_ GO biological process	60	1.886642	0	0.002166634	GO_AMINOGLYCAN_CATABOLIC_PROCESS	60	1.3353076	0.06858407	0.39796582	3.2219496	0.5513344
FARMER_BREAST_CANCER_CLUSTER_4	c2.CGP_ chemical and genetic perturbations	19	1.886588	0	0.002160294	FARMER_BREAST_CANCER_CLUSTER_4	19	-1.2260793	0.16972478	0.34931546	0.6605087	3.1126673
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP	c2.CGP_ chemical and genetic perturbations	159	1.885561	0	0.002216614	PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP	161	0.7931572	0.8907048	1	2.6787182	1.0924038
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	c2.CGP_ chemical and genetic perturbations	53	1.8837845	0	0.002310897	PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	53	-1.6184393	0	0.08481243	0.2653452	3.5022238
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	c2.CGP_ chemical and genetic perturbations	160	1.8833874	0	0.002313492	SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	160	0.7822634	0.89808273	1	2.6656508	1.101124
CORDENONSI_YAP_CONSERVED_SIGNATURE	C6_ oncogenic signatures	54	1.8815237	0	0.002391839	CORDENONSI_YAP_CONSERVED_SIGNATURE	54	0.7709378	0.8412162	1	2.6524615	1.1105859
IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN	c2.CGP_ chemical and genetic perturbations	97	1.8809317	0	0.002398795	IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN	98	1.1793263	0.16929547	0.62389123	3.060258	0.7016054
GO_REGULATION_OF_CENTROSOME_CYCLE	c5.BP_ GO biological process	35	1.8796487	0.001459854	0.002452602	GO_REGULATION_OF_CENTROSOME_CYCLE	35	0.8680298	0.6791315	1	2.7476785	1.0116189
GO_MEIOSIS_I	c5.BP_ GO biological process	66	1.87915	0	0.002505903	GO_MEIOSIS_I	73	1.6420531	0	0.12260657	3.5212031	0.2370969
WANG_SMARCE1_TARGETS_UP	c2.CGP_ chemical and genetic perturbations	251	1.8789542	0	0.002502824	WANG_SMARCE1_TARGETS_UP	257	1.3457532	0.004012036	0.3881889	3.2247074	0.533201
LI_WILMS_TUMOR_ANAPLASTIC_UP	c2.CGP_ chemical and genetic perturbations	19	1.8774608	0	0.002546094	LI_WILMS_TUMOR_ANAPLASTIC_UP	19	1.2651242	0.16859716	0.49042657	3.142585	0.6123366
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	c2.CGP_ chemical and genetic perturbations	40	1.8767339	0	0.002588919	STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	41	1.3961779	0.044982698	0.34757	3.2729118	0.480556
GO_NEGATIVE_REGULATION_OF_CELL_DIVISION	c5.BP_ GO biological process	54	1.8766321	0	0.00257629	GO_NEGATIVE_REGULATION_OF_CELL_DIVISION	57	0.9181146	0.6422222	1	2.7947467	0.9585175
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	c2.CGP_ chemical and genetic perturbations	117	1.8760124	0	0.002604776	PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	119	1.0682167	0.3561786	0.80899245	2.9442291	0.8077957
GO_OOGENESIS	c5.BP_ GO biological process	54	1.8756524	0	0.002610377	GO_OOGENESIS	60	1.7163538	0	0.07349006	3.5920062	0.1592986
GSE21546_UNSTIM_VS_ANTI_CD3_STIM_ELK1_KO_DP_THYMOCYTES_UP	C7_ immunologic signatures	137	1.8745154	0	0.00269726	GSE21546_UNSTIM_VS_ANTI_CD3_STIM_ELK1_KO_DP_THYMOCYTES_UP	144	1.4090132	0.010162601	0.3275357	3.2835286	0.4655022
GO_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE	c5.BP_ GO biological process	37	1.8735998	0	0.002747198	GO_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE	41	1.7259711	0	0.07064888	3.5995709	0.1476287
MODULE_47	c4.CM_ cancer modules	209	1.8729476	0	0.002769911	MODULE_47	210	1.1259736	0.20281124	0.7124958	2.9989212	0.746974
PETROVA_PROX1_TARGETS_UP	c2.CGP_ chemical and genetic perturbations	27	1.8726078	0	0.002779057	PETROVA_PROX1_TARGETS_UP	27	0.9649003	0.5231707	0.9656248	2.8375081	0.9077075
GO_CELL_CYCLE_PHASE_TRANSITION	c5.BP_ GO biological process	237	1.872122	0	0.002792544	GO_CELL_CYCLE_PHASE_TRANSITION	238	-1.2616972	0	0.3138366	0.6104248	3.1338192
GO_CARDIAC_CELL_DEVELOPMENT	c5.BP_ GO biological process	41	1.8715891	0	0.002805988	GO_CARDIAC_CELL_DEVELOPMENT	44	0.8250491	0.7457045	1	2.6966382	1.04654
GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_DN	C7_ immunologic signatures	172	1.8710955	0	0.002845597	GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_DN	170	1.3805399	0.009109312	0.35581806	3.2516354	0.4905556
GO_HOMOLOGOUS_CHROMOSOME_SEGREGATION	c5.BP_ GO biological process	35	1.8707378	0	0.002841143	GO_HOMOLOGOUS_CHROMOSOME_SEGREGATION	39	1.7615023	0	0.05505882	3.6322401	0.1092355
GNF2_RFC3	c4.CGN_ cancer gene neighborhoods	39	1.8697782	0	0.002862814	GNF2_RFC3	39	0.7607958	0.8418014	1	2.630574	1.1089824
PID_PLK1_PATHWAY	c2.CP_ Canonical pathways	41	1.8695006	0	0.002858253	PID_PLK1_PATHWAY	41	1.1993778	0.2144522	0.5935252	3.0688784	0.6701228
GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_UP	C7_ immunologic signatures	179	1.8674967	0	0.002948602	GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_UP	180	1.2058771	0.08695652	0.58177626	3.0733738	0.6616196
REACTOME_SMOOTH_MUSCLE_CONTRACTION	c2.CP_REACTOME_ Reactome gene sets	22	1.8670354	0	0.002969358	REACTOME_SMOOTH_MUSCLE_CONTRACTION	22	-0.8603254	0.71428573	0.8600142	1.00671	2.7273608
YANG_BCL3_TARGETS_UP	c2.CGP_ chemical and genetic perturbations	331	1.8663814	0	0.002990033	YANG_BCL3_TARGETS_UP	332	1.170114	0.084084086	0.63828814	3.0364954	0.6962674
GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_DN	C7_ immunologic signatures	141	1.8661708	0	0.002985	GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_DN	145	0.85124385	0.8124363	1	2.71741465	1.01492695
GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP	C7_ immunologic signatures	176	1.865912	0	0.002992766	GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP	179	0.796122	0.910387	1	2.662034	1.06979
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN	c2.CGP_ chemical and genetic perturbations	65	1.863852	0	0.003092939	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN	66	1.0371798	0.43722942	0.8640203	2.9010318	0.8266722
GSE14000_UNSTIM_VS_4H_LPS_DC_DN	C7_ immunologic signatures	164	1.862464	0	0.003163038	GSE14000_UNSTIM_VS_4H_LPS_DC_DN	163	1.0082401	0.48167005	0.9112716	2.8707041	0.8542239
GSE14415_INDUCED_TREG_VS_TCONV_UP	C7_ immunologic signatures	157	1.8620936	0	0.00319081	GSE14415_INDUCED_TREG_VS_TCONV_UP	158	0.7735495	0.9156504	1	2.6356431	1.0885441
PID_E2F_PATHWAY	c2.CP_ Canonical pathways	69	1.8613412	0	0.003234824	PID_E2F_PATHWAY	71	-1.7242727	0	0.049514838	0.1370685	3.5856139
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN	C7_ immunologic signatures	150	1.860924	0	0.003245451	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN	151	1.2158214	0.09229209	0.56467885	3.0767454	0.6451026
DELPUECH_FOXO3_TARGETS_DN	c2.CGP_ chemical and genetic perturbations	37	1.8608141	0	0.003239468	DELPUECH_FOXO3_TARGETS_DN	36	0.8266927	0.760514	1	2.6875068	1.0341214
SHEPARD_BMYB_TARGETS	c2.CGP_ chemical and genetic perturbations	62	1.8607388	0	0.003229454	SHEPARD_BMYB_TARGETS	66	1.0372882	0.43278688	0.86384857	2.898027	0.8234506
RHODES_UNDIFFERENTIATED_CANCER	c2.CGP_ chemical and genetic perturbations	64	1.859477	0	0.003309411	RHODES_UNDIFFERENTIATED_CANCER	64	0.85682243	0.7236842	1	2.71629943	1.00265457
GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP	C7_ immunologic signatures	182	1.8584807	0	0.003356227	GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP	181	0.8279101	0.86018234	1	2.6863908	1.0305706
GSE42021_TREG_VS_TCONV_PLN_UP	C7_ immunologic signatures	166	1.8582574	0	0.003345796	GSE42021_TREG_VS_TCONV_PLN_UP	163	1.4540842	0.003064351	0.28888595	3.3123416	0.4041732
GSE2706_UNSTIM_VS_8H_R848_DC_DN	C7_ immunologic signatures	162	1.8574238	0	0.003379884	GSE2706_UNSTIM_VS_8H_R848_DC_DN	164	1.2987946	0.031729784	0.44421458	3.1562184	0.5586292
GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP	C7_ immunologic signatures	157	1.8553835	0	0.003502099	GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP	162	1.2161305	0.09368636	0.5640771	3.071514	0.639253
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	c2.CGP_ chemical and genetic perturbations	382	1.8552296	0	0.003495161	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	388	1.2877481	0.002004008	0.4612801	3.1429777	0.5674815
GSE2706_R848_VS_LPS_2H_STIM_DC_DN	C7_ immunologic signatures	130	1.8506056	0	0.003846719	GSE2706_R848_VS_LPS_2H_STIM_DC_DN	132	1.250844	0.0764526	0.5089236	3.1014496	0.5997616
